Brand,Model,Year,Miles(k miles),Registration,Control,Fuel,Location,Price(£),EngineSize,Doors,Emission,ModelFull
BMW,3 Series,2021.0,65,2021 (71 reg),Auto,Petrol,Leeds ,27175,3.4,4,,- M340d XDRIVE [STUNNING M340D]
Nissan,Qashqai,2025.0,254,2025 (25 reg),Manual,Petrol,Wakefield ,29490,1.3,5,,- DiG-T MH Tekna
Lamborghini,Urus,2025.0,3,2025 (25 reg),Auto,Hybrid,Boroughbridge ,274995,4.0,5,Euro 6,V8 BiTurbo 2kWh SE Auto 4WD
BMW,X2,2025.0,25,2025 (25 reg),Auto,Electric,Chesterfield ,42490,,5,,- 230kW xDrive30 M Sport 65kWh Auto
Vauxhall,Corsa,2013.0,82,2013 (62 reg),Manual,Petrol,Leeds ,2295,1.2,3,,Limited Edition
Ford,Fiesta,2012.0,95,2012 (12 reg),Manual,Petrol,Sheffield ,2200,1.4,5,,Titanium
BMW,4 Series Gran Coupe,2018.0,105,2018 (68 reg),Auto,Petrol,Dukinfield ,12495,2.0,5,Euro 6 (s/s),420i GPF M Sport Auto
Nissan,Qashqai,2025.0,10,2025 (25 reg),Manual,Petrol,Oldham ,31414,1.3,5,,- DIG-T MH N-DESIGN
Porsche,911,2016.0,59,2016 (65 reg),Auto,Petrol,Leeds ,67485,3.8,2,,- TURBO PDK [FULLY LOADED TURBO]
Citroen,C3,2016.0,57,2016 (66 reg),Manual,Petrol,Rotherham ,2450,1.0,5,,PureTech Edition
Land Rover,Range Rover Evoque,2013.0,93,2013 (13 reg),Auto,Diesel,Bradford ,9490,2.2,5,Euro 5,(2E) - SD4 Dynamic SUV Diesel Auto 4WD (190 ps)
Citroen,C1,2007.0,50,2007 (57 reg),Manual,Petrol,Sheffield ,1495,1.0,3,,i Vibe
Mercedes-Benz,E-Class,2014.0,119,2014 (64 reg),Auto,Diesel,Glossop ,7295,,2,,E350 BlueTEC AMG Sport 7G-Tronic
Nissan,Juke,2024.0,7,2024 (74 reg),Auto,Petrol,Rochdale ,24918,1.0,5,,- DIG-T N-SPORT DCT
Nissan,Qashqai,2024.0,2,2024 (74 reg),Manual,Petrol,Oldham ,27301,1.3,5,,- DIG-T MH N-CONNECTA [GLASS ROOF]
Toyota,Yaris Cross,2023.0,5,2023 (23 reg),Auto,Hybrid,Chesterfield ,26082,1.5,5,,Hybrid Excel AWD CVT Hybrid Estate
Mercedes-Benz,GLC,2018.0,69,2018 (68 reg),Auto,Petrol,Leeds ,36985,4.0,5,,"- AMG GLC 63 S 4MATIC PREMIUM [5X SERVICES, SAT NAV, LEATHER, HEATED SEAT"
BMW,X2,2025.0,505,2025 (25 reg),Auto,Electric,Doncaster ,42990,,5,,- 230kW xDrive30 M Sport 65kWh Auto
Nissan,Qashqai,2025.0,2,2025 (25 reg),Manual,Petrol,Rochdale ,26914,1.3,5,,- DIG-T MH N-CONNECTA
Dacia,Duster,2021.0,78,2021 (71 reg),Manual,LPG,Leeds ,6840,1.0,5,Euro 6 (s/s),TCe Essential
Peugeot,208,2025.0,10,2025 (25 reg),Manual,Petrol,Huddersfield ,19998,1.2,5,,- PureTech 100 GT
Toyota,Hilux,2021.0,63,2021 (21 reg),Manual,Diesel,Leeds ,23142,,,,- ACTIVE 4WD D-4D DCB [STUNNING EXAMPLE]
Vauxhall,Zafira,2016.0,86,2016 (65 reg),Auto,Diesel,Chesterfield ,8000,2.0,5,,CDTi [170] SRi Auto
Toyota,Hilux,2021.0,56,2021 (70 reg),Manual,Diesel,Leeds ,23142,,,,- ACTIVE 4WD D-4D DCB [STUNNING EXAMPLE]
Skoda,Karoq,2025.0,0,2025 (25 reg),Auto,Petrol,Wakefield ,34290,1.5,5,,- TSI Sportline Edition DSG Automatic
Hyundai,i30,2014.0,110,2014 (63 reg),Manual,Diesel,Castleford ,2595,1.6,3,,CRDi Blue Drive Active
Land Rover,Range Rover Sport,2014.0,84,2014 (63 reg),Auto,Diesel,Manchester ,13991,4.4,5,,SDV8 Autobiography Dynamic Auto
Nissan,Qashqai,2024.0,5,2024 (74 reg),Manual,Petrol,Rochdale ,22918,1.3,5,,- DIG-T MH N-CONNECTA
Hyundai,IONIQ,2019.0,84,2019 (19 reg),Auto,Electric,Skipton ,7495,,5,,88kW Electric Premium 28kWh Auto
Nissan,Juke,2025.0,10,2025 (74 reg),Manual,Petrol,Oldham ,21418,1.0,5,,- DIG-T TEKNA
SEAT,Leon,2025.0,900,2025 (25 reg),Auto,Petrol,Barnsley ,24377,1.5,5,,- eTSI 115 FR Sport DSG [DAP]
BMW,4 Series Gran Coupe,2016.0,82,2016 (66 reg),Auto,Diesel,Monks Cross ,11790,2.0,5,Euro 6 (s/s),420d M Sport Auto
BYD,Atto 3,2024.0,25,2024 (74 reg),Auto,Electric,Sheffield ,26900,,5,,- 150Kw Design 60Kwh Auto
BYD,Atto 3,2024.0,18,2024 (74 reg),Auto,Electric,Sheffield ,26900,,5,,- 150Kw Design 60Kwh Auto
BYD,Atto 3,2024.0,18,2024 (74 reg),Auto,Electric,Sheffield ,26900,,5,,- 150Kw Design 60Kwh Auto
Nissan,Juke,2025.0,2,2025 (25 reg),Auto,Hybrid,Oldham ,24775,1.6,5,,- HYBRID N-CONNECTA AUTO
Nissan,Juke,2025.0,2,2025 (25 reg),Auto,Hybrid,Rochdale ,24913,1.6,5,,- HYBRID TEKNA AUTO
Subaru,Legacy,2011.0,55,2011 (11 reg),Auto,Petrol,Keighley West ,7989,2.5,5,,- GT TWIN SCROLL TURBO S PACKAGE EYE SIGHT SPORT TOURER AWD AUTO 280BHP
Nissan,Juke,2025.0,701,2025 (25 reg),Auto,Hybrid,Oldham ,25440,1.6,5,,- HYBRID N-CONNECTA AUTO
Nissan,Juke,2024.0,8,2024 (74 reg),Auto,Hybrid,Rochdale ,22918,1.6,5,,- HYBRID N-CONNECTA AUTO
Hyundai,Santa Fe,2015.0,140,2015 (64 reg),Auto,Diesel,Sheffield ,7589,2.2,5,Euro 5,CRDi Premium SE Auto 4WD (7 seat)
Nissan,Juke,2024.0,5,2024 (74 reg),Auto,Hybrid,Rochdale ,22918,1.6,5,,- HYBRID N-CONNECTA AUTO
Ford,Fiesta,2018.0,43,2018 (18 reg),Manual,Diesel,Leeds ,8495,1.5,5,Euro 6 (s/s),TDCi Zetec Hatchback Diesel Manual (85 ps)
BMW,6 Series,2005.0,72,2005 (55 reg),Auto,Petrol,Sheffield ,6995,,2,,645Ci Auto
Renault,Other,2025.0,495,2025 (74 reg),Auto,Petrol,BARNSLEY ,26352,1.6,5,Euro 6,- E Tech Iconic Esprit Alpine Suv Petrol Hybrid Auto s/s 145 P
Nissan,Juke,2025.0,2,2025 (25 reg),Auto,Petrol,Rochdale ,24414,1.0,5,,- DIG-T TEKNA+ DCT
Nissan,Juke,2024.0,10,2024 (74 reg),Auto,Hybrid,Oldham ,22542,1.6,5,,- HYBRID N-CONNECTA AUTO
Audi,A6 Saloon,2019.0,60,2019 (19 reg),Auto,Diesel,Wakefield ,19989,,5,,40 TDI S Line S Tronic
Audi,A6 Avant,2017.0,68,2017 (66 reg),Auto,Diesel,"Leeds, Morley, Gildersome ",19991,3.0,5,Euro 6 (s/s),TDI V6 Black Edition S Tronic quattro
Mitsubishi,Outlander,2021.0,48,2021 (21 reg),Auto,Hybrid,Leeds ,16480,2.4,5,Euro 6 (s/s),h TwinMotor 1kWh Dynamic CVT 4WD
Nissan,Juke,2024.0,9,2024 (74 reg),Auto,Hybrid,Rochdale ,19914,1.6,5,,- HYBRID N-CONNECTA AUTO
Volkswagen,Golf,2016.0,88,2016 (66 reg),Manual,Diesel,Sheffield ,6490,1.6,5,,TDI 110 Match Edition
Nissan,Juke,2025.0,4,2025 (25 reg),Auto,Hybrid,Rochdale ,21913,1.6,5,,- HYBRID N-CONNECTA AUTO
Mercedes-Benz,S-Class,2016.0,99,2016 (65 reg),Auto,Petrol,Leeds ,30985,,2,,"- AMG S 63 [8 SERVICES, FULLY LOADED SPEC]"
Land Rover,Range Rover Sport,2018.0,35,2018 (68 reg),Auto,Diesel,Oldham ,31949,3.0,5,Euro 6 (s/s),SD V6 HSE Dynamic SUV Diesel Auto 4WD (306 ps)
BYD,Atto 3,2025.0,10,2025 (25 reg),Auto,Electric,Sheffield ,27500,,5,,- 150Kw Comfort 60Kwh Auto
BYD,Atto 3,2025.0,19,2025 (25 reg),Auto,Electric,Sheffield ,27500,,5,,- 150Kw Comfort 60Kwh Auto
Nissan,Juke,2025.0,938,2025 (25 reg),Manual,Petrol,Sheffield ,21959,1.0,5,,DiG-T Tekna+ Petrol Hatchback
Vauxhall,Corsa,2006.0,81,2006 (56 reg),Manual,Petrol,Wakefield ,895,1.2,5,,i 16V Design [80]
Peugeot,208,2015.0,82,2015 (15 reg),Manual,Diesel,Leeds ,3295,1.6,5,Euro 6 (s/s),BlueHDi Allure
Land Rover,Range Rover,2018.0,50,2018 (18 reg),Auto,Diesel,Oldham ,41950,4.4,5,Euro 6 (s/s),SD V8 Autobiography Auto 4WD
MINI,Hatch,2019.0,77,2019 (69 reg),Manual,Petrol,Leeds ,8470,1.5,3,Euro 6 (s/s),Cooper Classic
Audi,A4 Avant,2019.0,84,2019 (69 reg),Auto,Diesel,Sheffield ,14990,2.0,5,Euro 6 (s/s),TDI 30 Sport S Tronic
Land Rover,Range Rover,2000.0,104,2000 (X),Manual,Petrol,Leeds ,16995,4.6,4,,(X) - RANGE ROVER HSE Holland & Holland 1 of 100
Audi,S5,2008.0,33,2008 (57 reg),Manual,Petrol,Bradford ,11995,4.2,,,
Mercedes-Benz,E-Class,2012.0,97,2012 (12 reg),Auto,Diesel,Knaresborough ,6995,3.0,2,Euro 5,E350 CDI V6 BlueEfficiency Sport G-Tronic
Jaguar,F-Pace,2016.0,108,2016 (66 reg),Auto,Diesel,Leeds ,11290,2.0,5,EURO 6,D R-SPORT AUTO AWD + LEATHER + PAN ROOF + + £7K WORTH EXTRAS
MINI,Clubman,2016.0,100,2016 (66 reg),Manual,Petrol,Leeds ,6489,1.5,6,Euro 6 (s/s),Cooper
BMW,X5,2020.0,95,2020 (20 reg),Auto,Hybrid,Ecclesfield ,31000,3.0,5,Euro 6 (s/s),45e 24kWh xLine Auto xDrive
Peugeot,308,2020.0,28,2020 (20 reg),Manual,Petrol,Wakefield ,7990,1.2,5,,SW PureTech 130 GT Line
Fiat,500,2015.0,84,2015 (65 reg),Manual,Petrol,Barnsley ,2650,1.2,3,Euro 6 (s/s),S Hatchback Petrol Manual (69 bhp)
Mercedes-Benz,GLC,2016.0,48,2016 (65 reg),Auto,Petrol,Bradford ,18995,,,,250AMG Edition 1
Polestar,Polestar 3,2025.0,101,2025 (25 reg),Auto,Electric,Sheffield ,69990,,5,,- Long range Single motor
Land Rover,Range Rover Sport,2019.0,45,2019 (19 reg),Auto,Diesel,Oldham ,30949,3.0,5,Euro 6 (s/s),SD V6 HSE SUV Diesel Auto 4WD (306 ps)
Land Rover,Discovery Sport,2015.0,63,2015 (65 reg),Auto,Diesel,"Leeds, Morley, Gildersome ",12990,2.0,5,Euro 6 (s/s),TD4 HSE Luxury Auto 4WD
Nissan,Juke,2024.0,4,2024 (74 reg),Auto,Petrol,Oldham ,19817,1.0,5,,- DIG-T N-CONNECTA DCT
Peugeot,2008,2016.0,93,2016 (66 reg),Manual,Diesel,Leeds ,4980,1.6,5,Euro 6 (s/s),BlueHDi Allure
Nissan,Leaf,2024.0,4,2024 (24 reg),Auto,Electric,Rochdale ,15913,,5,,- 110KW N-CONNECTA 39KWH AUTO
Ford,Kuga,2019.0,115,2019 (69 reg),Manual,Diesel,Leeds ,9690,2.0,5,,TDCi TITANIUM X EDITION 2WD + LEATHER + PAN ROOF + MEDIA +
Toyota,Corolla,2022.0,37,2022 (22 reg),Auto,Hybrid,Oldham ,16599,1.8,5,Euro 6 (s/s),VVT-h GPF Design Hatchback Petrol Hybrid CVT (122 ps)
Ford,Focus,2018.0,50,2018 (67 reg),Manual,Petrol,Otley ,9000,1.5,5,Euro 6 (s/s),EcoBoost Titanium
Hyundai,TUCSON,2019.0,90,2019 (19 reg),Manual,Petrol,Sheffield ,11400,1.6,5,Euro 6 (s/s),- T-GDi Premium
Volkswagen,Golf,2013.0,25,2013 (63 reg),Auto,Petrol,Leeds ,9995,1.4,5,Euro 5 (s/s),TSI BlueMotion Tech S Hatchback Petrol DSG (122 ps)
Volvo,XC90,2011.0,105,2011 (11 reg),Auto,Diesel,Rotherham ,6490,2.4,5,,D5 [200] R DESIGN Geartronic
MG,MG ZS,2021.0,46,2021 (21 reg),Auto,Electric,Leeds ,9980,4.5,5,,4kWh Exclusive Auto
Skoda,Superb,2025.0,0,2025 (25 reg),Auto,Hybrid,Wakefield ,33650,1.5,5,,- TSI e-TEC SE L DSG Automatic
BMW,X1,2013.0,128,2013 (63 reg),Auto,Diesel,Ecclesfield ,4550,2.0,5,Euro 5 (s/s),20d xLine Auto xDrive
Land Rover,Range Rover,2019.0,60,2019 (19 reg),Auto,Diesel,Oldham ,43950,4.4,5,Euro 6 (s/s),SD V8 Autobiography Auto 4WD
Peugeot,3008,2014.0,122,2014 (14 reg),Manual,Diesel,Batley ,3495,1.6,5,,HDi Allure
BMW,X5,2023.0,14,2023 (23 reg),Auto,Hybrid,Boroughbridge ,62950,3.0,5,Euro 6 (s/s),40d MHT M Sport Auto xDrive
Citroen,DS4,2013.0,86,2013 (63 reg),Manual,Diesel,Rotherham ,3000,1.6,5,,e-HDi 115 DStyle
Audi,A3,2018.0,124,2018 (67 reg),Manual,Diesel,Bradford ,8490,1.6,5,Euro 6 (s/s),TDI S line Sportback
Peugeot,107,2010.0,69,2010 (59 reg),Manual,Petrol,Barnsley ,1495,1.0,5,Euro 4,12V Verve Hatchback Petrol Manual (68 ps)
SEAT,Arona,2019.0,93,2019 (69 reg),Manual,Petrol,Leeds ,8170,1.0,5,Euro 6 (s/s),TSI FR
BMW,X2,2025.0,778,2025 (25 reg),Auto,Electric,Doncaster ,45990,,5,,- 230kW xDrive30 M Sport 65kWh Auto
BMW,X3,2021.0,46,2021 (71 reg),Auto,Petrol,Leeds ,40785,,5,,"- x3 M40d M PRO EDITION (INDIVIDUAL PAINT, SAT NAV, 4X SERVICES & MAXTON KIT)"
Jaguar,X-Type,2009.0,93,2009 (9 reg),Auto,Diesel,Wakefield ,2495,2.2,4,,D DPF Sovereign
Volvo,V40,2018.0,93,2018 (67 reg),Auto,Petrol,Keighley ,6989,1.5,5,Euro 6 (s/s),T2 Inscription Auto
Subaru,Legacy,2010.0,78,2010 (10 reg),Auto,Petrol,Keighley West ,6989,2.5,4,,- GT Twin Scroll TURBO S Package AUTO BM9 280BHP
MINI,Countryman,2020.0,55,2020 (20 reg),Auto,Petrol,York ,22300,2.0,5,,[306] John Cooper Works ALL4 Auto
BMW,4 Series Gran Coupe,2018.0,80,2018 (68 reg),Auto,Diesel,Hyde ,16980,3.0,5,,- 430d M Sport Gran Coupe
BMW,M5,2022.0,15,2022 (72 reg),Auto,Petrol,Oldham ,65949,4.4,4,Euro 6 (s/s),i V8 Competition Saloon Petrol Steptronic xDrive (625 p
Renault,Clio,2015.0,50,2015 (15 reg),Manual,Petrol,Leeds ,5240,0.9,5,Euro 6 (s/s),TCe Dynamique Nav
Skoda,Superb,2010.0,119,2010 (60 reg),Auto,Diesel,Ecclesfield ,3500,2.0,5,Euro 5,TDI Elegance DSG
Toyota,Prius,2018.0,67,2018 (68 reg),Auto,Hybrid,Bradford ,13490,1.8,5,Euro 6 (s/s),VVT-h Business Edition Plus CVT (15in Alloy)
Vauxhall,Grandland X,2018.0,40,2018 (68 reg),Manual,Petrol,Dewsbury ,6500,1.2,5,,Turbo Sport Nav
Volkswagen,T-Roc,2020.0,53,2020 (20 reg),Manual,Petrol,Leeds ,11980,1.0,5,Euro 6 (s/s),TSI S
Mercedes-Benz,CLA,2022.0,24,2022 (22 reg),Auto,Petrol,Huddersfield ,27995,1.3,4,Euro 6 (s/s),CLA200 AMG Line (Premium Plus 2) Coupe Petrol 7G-DCT (
Skoda,Octavia,2014.0,125,2014 (14 reg),Manual,Diesel,Leeds ,4795,1.6,5,Euro 5 (s/s),TDI Elegance 4WD
Renault,Captur,2024.0,512,2024 (24 reg),Manual,Petrol,Halifax ,12490,1.0,5,Euro 6 (s/s),TCe techno
BMW,3 Series,2012.0,119,2012 (62 reg),Manual,Diesel,Bradford ,3799,3.2,4,,M Sport
BMW,1 Series,2012.0,66,2012 (62 reg),Manual,Diesel,Castleford ,5990,1.2,2,,- 118d Sport Plus Edition
Skoda,Octavia,2017.0,51,2017 (17 reg),Manual,Diesel,Halifax ,9500,1.6,5,Euro 6 (s/s),TDI SE L
BMW,3 Series,2018.0,100,2018 (68 reg),Auto,Diesel,Worksop ,11490,2.0,4,Euro 6 (s/s),320d M Sport Auto
Vauxhall,Mokka,2024.0,1,2024 (74 reg),Auto,Electric,Rotherham ,23844,,5,,- 115kW Ultimate 54kWh Auto
Nissan,Micra,2018.0,78,2018 (68 reg),Manual,Diesel,Bradford ,6490,1.5,5,Euro 6 (s/s),dCi N-Connecta
Peugeot,208,2024.0,66,2024 (24 reg),Auto,Petrol,BARNSLEY ,17725,1.2,5,Euro 6,- Puretech Mhev Allure Hatchback Petrol Hybrid E Dsc s/s 100 P
Skoda,Kamiq,2020.0,110,2020 (20 reg),Manual,Petrol,Leeds ,9240,1.5,5,Euro 6 (s/s),TSI ACT SE L
BMW,4 Series Gran Coupe,2019.0,86,2019 (69 reg),Auto,Diesel,Bradford ,16990,2.0,5,Euro 6 (s/s),420d M Sport Hatchback Diesel Auto xDrive (190 ps)
Skoda,Citigo,2019.0,45,2019 (19 reg),Manual,Petrol,Leeds ,6740,1.0,5,Euro 6 (s/s),MPI GreenTech Colour Edition
Honda,Civic,2009.0,149,2009 (9 reg),Manual,Diesel,Brighouse ,1995,2.2,5,,i-CTDi SE
Volkswagen,Golf,2015.0,58,2015 (15 reg),Manual,Diesel,Castleford ,8490,1.6,5,,- TDI 105 S -FSH WITH TIMING BELT-
Alfa Romeo,Tonale,2024.0,12,2024 (24 reg),Auto,Hybrid,Wakefield ,29989,1.3,5,,PHEV Veloce Auto
Renault,Captur,2016.0,70,2016 (66 reg),Manual,Petrol,Leeds ,5640,0.9,5,Euro 6 (s/s),TCe ENERGY Dynamique S Nav
Land Rover,Range Rover Evoque,2014.0,65,2014 (14 reg),Auto,Diesel,Bradford ,10990,2.2,5,Euro 5 (s/s),SD4 Dynamic Auto 4WD
Skoda,Octavia,2022.0,136,2022 (71 reg),Manual,Diesel,Keighley West ,8489,2.0,5,,TDI SE Technology
Volkswagen,Golf,2018.0,43,2018 (18 reg),Manual,Petrol,Cottingley ,11995,,5,,- TSI SE Nav
Audi,A6 Saloon,2008.0,83,2008 (58 reg),Auto,Diesel,Bradford ,3490,2.0,4,,TDI S line CVT
Nissan,Juke,2014.0,61,2014 (64 reg),Manual,Diesel,Oldham ,5395,1.5,5,,dCi Tekna
BMW,M2,2019.0,39,2019 (69 reg),Auto,Petrol,Oldham ,34449,3.0,2,Euro 6 (s/s),BiTurbo GPF Competition Coupe Petrol DCT (410 ps)
Fiat,500L,2015.0,99,2015 (15 reg),Manual,Diesel,Glossop ,3495,1.6,5,,Multijet 120 Lounge [7 Seat] a/c Pan roof
BMW,X4,2022.0,9,2022 (22 reg),Auto,Petrol,Oldham ,54449,3.0,5,Euro 6 (s/s),i Competition SUV Petrol Auto xDrive (510 ps)
Nissan,Note,2008.0,80,2008 (8 reg),Auto,Petrol,Rochdale ,2495,1.6,5,,Tekna Auto
Renault,Megane,2009.0,26,2009 (58 reg),Manual,Petrol,"Cleckheaton, Scholes ",13990,2.0,3,,- T 16V Renaultsport 230 F1 Team R26
Land Rover,Discovery Sport,2017.0,86,2017 (67 reg),Auto,Diesel,Shipley ,12495,2.0,5,Euro 6 (s/s),TD4 HSE Luxury Auto 4WD
Daihatsu,Terios,2007.0,79,2007 (56 reg),Auto,Petrol,Featherstone ,4999,1.5,5,,SE Auto
Jaguar,XF,2015.0,101,2015 (15 reg),Auto,Diesel,Leeds ,9990,2.2,5,,SPORTBRAKE D (200 BHP) R-SPORT BLACK ESTATE AUTOMATIC +
Dacia,Sandero Stepway,2013.0,70,2013 (63 reg),Manual,Diesel,Leeds ,3340,1.5,5,Euro 5,dCi Laureate
Ford,Fiesta,2008.0,70,2008 (8 reg),Auto,Petrol,Sheffield ,2795,1.4,5,,Zetec Auto [Climate]
Ford,Ecosport,2019.0,47,2019 (19 reg),Auto,Petrol,Castleford ,10990,1.0,5,,- EcoBoost 125 Titanium Auto
Skoda,Yeti,2016.0,69,2016 (16 reg),Auto,Petrol,Chesterfield ,11295,1.2,5,,TSI [110] SE L DSG
Honda,CR-V,2015.0,158,2015 (15 reg),Manual,Diesel,Keighley West ,3789,1.6,5,,i-DTEC SE 2WD
Ford,Galaxy,2009.0,127,2009 (59 reg),Manual,Diesel,York ,2495,2.0,5,,- TDCi Zetec
Audi,A1,2011.0,105,2011 (11 reg),Manual,Petrol,Featherstone ,3995,1.2,3,,TFSI Sport
Hyundai,IONIQ,2021.0,21,2021 (21 reg),Auto,Electric,Oldham ,10499,8.3,5,,3kWh Premium Hatchback Electric Auto (136 ps)
Audi,A4,2020.0,105,2020 (20 reg),Auto,Diesel,Bradford ,12790,2.0,4,Euro 6 (s/s),TDI 35 Technik S Tronic
Alfa Romeo,Tonale,2025.0,10,2025 (25 reg),Auto,Hybrid,Huddersfield ,32998,1.3,5,,- PHEV Ti Auto
BMW,M2,2019.0,48,2019 (68 reg),Auto,Petrol,Barnsley ,37995,3.0,2,Euro 6 (s/s),BiTurbo Competition DCT
Mercedes-Benz,GLE-Class,2021.0,25,2021 (21 reg),Auto,Hybrid,Boroughbridge ,73995,4.0,5,Euro 6 (s/s),GLE63h V8 BiTurbo MHEV AMG S SpdS TCT 4MATIC+
Kia,Picanto,2011.0,40,2011 (61 reg),Manual,Petrol,Sheffield ,3995,1.0,5,Euro 5,2
Lexus,IS,2020.0,75,2020 (70 reg),Auto,Hybrid,Bradford ,14790,2.5,4,Euro 6 (s/s),300h E-CVT
MINI,Convertible,2008.0,118,2008 (8 reg),Manual,Petrol,Wakefield ,2250,1.6,2,Euro 4,Cooper S
Peugeot,208,2025.0,10,2025 (25 reg),Auto,Petrol,Wakefield ,22498,1.2,5,,- Hybrid 100 GT e-DSC6
Vauxhall,Mokka,2021.0,19,2021 (71 reg),Manual,Petrol,Monks Cross ,14390,1.2,5,Euro 6 (s/s),Turbo Elite Nav SUV Petrol Manual (130 ps)
Toyota,Yaris,2021.0,9,2021 (71 reg),Manual,Petrol,Sheffield ,29750,1.6,3,,Circuit Pack AWD - Low Mileage & Full Toyota History
Hyundai,IONIQ,2016.0,234,2016 (66 reg),Auto,Hybrid,Keighley West ,5489,1.6,5,,GDi Hybrid Premium SE DCT
Nissan,Qashqai,2025.0,500,2025 (25 reg),Auto,Hybrid,Halifax ,35829,1.5,5,,E-Power Tekna [Bose] Auto Hybrid Hatchback
Mercedes-Benz,450 SL,2004.0,79,2004 (4 reg),Auto,Petrol,Goole ,20995,,2,,- SL450 Covertible
Ford,Kuga,2015.0,72,2015 (65 reg),Manual,Diesel,Chesterfield ,9495,2.0,5,,TDCi 180 Titanium X Sport
SEAT,Leon,2013.0,92,2013 (63 reg),Manual,Diesel,KEIGHLEY ,5995,2.0,3,,TDI FR [Technology Pack]
Volkswagen,Touareg,2021.0,70,2011 (60 reg),Manual,Petrol,Halifax ,8995,3.0,5,Euro 5 (s/s),h TSI V6 Hybrid Tiptronic 4WD
Toyota,Corolla,2023.0,74,2023 (73 reg),Auto,Hybrid,Oldham ,20490,2.0,5,Euro 6 (s/s),VVT-h Excel Touring Sports Petrol Hybrid CVT (196 ps)
Skoda,Octavia,2025.0,5,2025 (25 reg),Auto,Hybrid,Bradford ,27395,1.5,5,,- TSI 150 e-TEC SE L DSG Automatic
Nissan,Qashqai,2014.0,118,2014 (64 reg),Auto,Diesel,Bradford ,6490,1.6,5,Euro 5 (s/s),dCi Acenta Premium XTRON 2WD
Dacia,Sandero,2014.0,100,2014 (14 reg),Manual,Petrol,Bradford ,1495,1.2,5,,16V Ambiance
Mercedes-Benz,V-Class,2023.0,56,2023 (23 reg),Auto,Diesel,Leeds ,54995,,5,,V300 d AMG Line 9G-Tronic [Extra Long]
MINI,Coupe,2012.0,67,2012 (62 reg),Manual,Diesel,Normanton ,4795,2.0,3,,Cooper S D
Toyota,RAV4,2023.0,49,2023 (73 reg),Auto,Hybrid,Doncaster ,29995,2.5,5,,- VVT-i Hybrid Design CVT 2WD
Volkswagen,Polo,2015.0,167,2015 (65 reg),Manual,Diesel,Bradford ,3750,1.4,5,,TDI SE
Hyundai,TUCSON,2015.0,66,2015 (65 reg),Manual,Diesel,Doncaster ,9989,2.0,5,,- CRDi Blue Drive Premium 2WD
Ford,Puma,2023.0,472,2023 (23 reg),Auto,Petrol,York ,23498,1.0,5,,- EcoBoost Hybr mHEV 155 ST-Line Vignale DCT
Honda,Civic,2007.0,164,2007 (7 reg),Manual,Diesel,Rotherham ,1990,2.2,5,,i-CTDi EX
Vauxhall,Adam,2013.0,85,2013 (63 reg),Manual,Petrol,Keighley ,3695,1.2,3,,i Jam
Fiat,500C,2020.0,42,2020 (70 reg),Manual,Petrol,Leeds ,8995,1.0,2,Euro 6 (s/s),MHEV Lounge Convertible Petrol Manual (70 bhp)
Nissan,Qashqai,2012.0,94,2012 (62 reg),Manual,Diesel,Sheffield ,3249,1.5,5,Euro 5,dCi n-tec+ 2WD
Land Rover,Range Rover Sport,2018.0,46,2018 (18 reg),Auto,Petrol,Wakefield ,39995,5.0,5,Euro 6 (s/s),P575 V8 SVR SUV Petrol Auto 4WD (575 ps)
Peugeot,107,2007.0,100,2007 (7 reg),Manual,Petrol,Rotherham ,1490,1.0,5,Euro 4,12V Urban
Audi,A4 Avant,2019.0,62,2019 (19 reg),Auto,Diesel,Castleford ,18490,,5,,- 35 TDI Black Edition S Tronic -FULL SERVICE HISTORY-
Nissan,Juke,2015.0,48,2015 (65 reg),Manual,Petrol,Dukinfield ,8795,1.6,5,Euro 6,DIG-T Nismo RS
Vauxhall,Astra,2015.0,127,2015 (15 reg),Auto,Diesel,Castleford ,2995,2.0,5,,CDTi 16V SRi Auto
Volvo,S60,2005.0,91,2005 (5 reg),Auto,Petrol,Ecclesfield ,1800,2.0,4,,S
Peugeot,308,2017.0,100,2017 (66 reg),Manual,Diesel,Keighley ,4989,2.0,5,Euro 6 (s/s),BlueHDi GT Line
Toyota,Yaris,2013.0,45,2013 (63 reg),Manual,Petrol,Bradford ,4999,1.3,5,,2013 3 VVT-i Trend MET GREY ONE OWNER FROM NEW SERVICE HISTORY
Nissan,GT-R,2016.0,12,2016 (66 reg),Auto,Petrol,Sheffield ,69950,3.8,2,Euro 6,V6 Prestige Auto 4WD
Nissan,Juke,2016.0,64,2016 (16 reg),Manual,Diesel,Chesterfield ,7295,1.5,5,,dCi N-Connecta
Land Rover,Range Rover Evoque,2011.0,127,2011 (61 reg),Auto,Diesel,Ecclesfield ,5800,2.2,3,Euro 5,SD4 Prestige Auto 4WD
Alfa Romeo,Giulia,2022.0,40,2022 (22 reg),Auto,Petrol,Cleckheaton ,43495,,4,,- V6 Bi-Turbo Quadrifoglio
Peugeot,508,2015.0,145,2015 (64 reg),Auto,Diesel,Rochdale ,4995,1.6,4,Euro 5 (s/s),e-HDi Active Saloon Diesel EGC (115 ps)
Ford,Ka,2014.0,80,2014 (14 reg),Manual,Petrol,Ecclesfield ,2350,1.2,3,Euro 6 (s/s),Zetec
